id,name,host_id,host_name,city,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,review_scores_rating,accommodates,bathrooms,bedrooms,beds,property_type
3191,Malleson Garden Cottage,3754,Brigitte,Southern Suburbs,Ward 57,-33.94739,18.476,Entire home/apt,657,3,46,3/10/19,0.64,1,324,97,2,1,1,1,Guesthouse
13044,JAMBO Guest House / Green Room,50700,Barry & Mina,Cape Town,Ward 115,-33.90771,18.40535,Private room,1301,3,2,2/6/16,0.02,5,0,100,2,1,1,1,Bed and breakfast
15007,Blaauwberg House,59072,Dirk,Cape Town,Ward 23,-33.80114,18.4618,Entire home/apt,2042,2,26,1/31/19,0.4,4,336,97,6,3,3,4,House
15068,Grande Bay,59318,Linda,Cape Town,Ward 23,-33.78799,18.46082,Entire home/apt,2797,4,0,,,13,364,,6,2,3,5,Apartment
15077,Top relaxed beach living in style ,59342,Georg,Cape Town,Ward 4,-33.85878,18.4897,Entire home/apt,1343,6,5,12/10/16,0.07,5,347,100,2,1,1,2,Bed and breakfast
15180,The Melkbaai - Beachfront,59663,Heinri,Cape Town,Ward 83,-34.11124,18.82349,Entire home/apt,559,2,0,,,1,365,,2,1,1,1,Apartment
15199,Self catering apartment,59694,Alexa,Cape Town,Ward 115,-33.91044,18.41239,Entire home/apt,124994,14,2,4/15/16,0.03,1,365,90,2,1,1,1,Apartment
15285,Waterford Guest House,59964,Chris+Alison,Southern Suburbs,Ward 71,-34.03863,18.43128,Entire home/apt,895,2,6,1/2/18,0.07,3,319,100,4,1.5,2,3,Guesthouse
15331,Mountview Accommodation,60058,Francis,Southern Suburbs,Ward 60,-33.97069,18.49697,Entire home/apt,573,2,3,1/13/14,0.03,1,180,100,3,1,1,1,Apartment
15354,"Aurora Self Catering Units, Durbanville, Cape Town",60196,I,Durbanville,Ward 112,-33.82924,18.63144,Entire home/apt,643,3,1,1/1/18,0.06,1,364,,3,1,1,2,Guest suite
15480,In hip designer district of Cape T.,60443,Jean,Cape Town,Ward 115,-33.92941,18.42277,Entire home/apt,601,30,13,2/27/17,0.12,1,300,82,2,1,1,1,Apartment
15704,Hollywood Mansion & Spa Camps Bay with Butler,61441,Kevin,Cape Town,Ward 54,-33.96462,18.37595,Entire home/apt,17900,4,1,11/14/17,0.06,4,353,100,12,6.5,6,6,Villa
16259,Chambery - luxury self catering,63255,Cheryl,Southern Suburbs,Ward 59,-33.99463,18.46505,Entire home/apt,1245,2,6,12/31/16,0.1,3,258,100,2,1,1,2,Guesthouse
17270,VILLA CARRARA W SELF-CATERING-VIEWS,66986,Henri,Cape Town,Ward 115,-33.91073,18.40866,Entire home/apt,797,3,131,3/31/19,1.23,2,324,94,4,1,2,3,Apartment
18499,Rooms in Halaal Villa Cape Town De Tijger,71221,Abe,Parow,Ward 2,-33.88856,18.59054,Private room,699,7,0,,,1,364,,6,2,1,4,House
18974,Upmarket Room,72598,Hanlie,Bellville,Ward 70,-33.86889,18.60141,Private room,1133,1,0,,,1,365,,2,1,1,1,Bed and breakfast
19271,Largo House self catering suite,73439,Beverley,Cape Town,Ward 59,-33.97905,18.45676,Private room,615,2,37,3/3/19,0.42,3,338,98,2,1,1,2,House
19384,Room with a view under Table Mountain.,73764,Ingrid,Cape Town,Ward 77,-33.92667,18.40623,Private room,797,1,4,12/2/17,0.17,1,0,100,1,1,1,1,Apartment
19398,Apartments on the Beach,73779,Roger,Melkbosstrand,Ward 23,-33.73046,18.43966,Entire home/apt,4699,5,0,,,1,364,,5,,,4,Apartment
19561,Apartment in Durbanville,74188,Cherry,Durbanville,Ward 103,-33.84192,18.67661,Private room,2797,2,0,,,1,364,,4,1,1,3,Apartment
19658,Private Room,74504,Ricardo,Milnerton,Ward 5,-33.87058,18.53464,Private room,1398,7,0,,,1,365,,2,1,1,1,House
19725,Apartment overlooking Simonstown Yacht Basin,59616,Dennis,Cape Town,Ward 61,-34.19571,18.43174,Entire home/apt,797,2,15,10/5/18,0.38,1,344,94,4,2.5,2,3,Apartment
19811,MARINA VIEWS,74863,Nigel,Muizenberg,Ward 64,-34.08428,18.47585,Entire home/apt,4000,14,0,,,1,365,,8,1.5,4,6,House
20125,Double Bedr0om to Rent,76161,Debbie,Cape Town,Ward 73,-34.02811,18.48246,Private room,1217,1,0,,,1,364,,2,1,1,1,Apartment
20263,Villa Honeywood Five Star Self Catering Villa,837661,Daniel,Fish Hoek,Ward 64,-34.13572,18.42007,Entire home/apt,5999,3,0,,,2,363,,6,3,3,3,Villa
20327,"Annie, Private Room 4 2",76740,Annemarie,Bellville,Ward 3,-33.88183,18.67086,Private room,1398,1,0,,,1,364,,2,1,1,1,House
20670,ROOM TO LET,78185,Gill,Muizenberg,Ward 64,-34.09117,18.48396,Private room,1049,3,0,,,1,364,,1,2,1,1,House
20819,World Cup Football Cape Town ,78859,Amanda,Cape Town,Ward 62,-34.02452,18.42022,Private room,2377,3,0,,,1,364,,4,2,1,2,Bed and breakfast
21097,Rooms in Family Home.,80295,Ray,Cape Town,Ward 1,-33.87914,18.58121,Shared room,699,1,0,,,1,365,,1,,1,1,Apartment
21800,Sunny private bedroom with own entrance,74121,Marianne,Helderberg Estate,Ward 15,-34.05091,18.83483,Private room,378,1,10,2/3/19,1.09,1,83,98,2,1,1,1,House
22994,Heritage Home in Cape Town suburbs,89107,Sandra,Cape Town,Ward 58,-33.95733,18.4881,Entire home/apt,1119,5,12,1/6/19,0.11,2,45,100,6,3,3,6,House
23175,Avocet Cape Town Villa - Rooms/B&B,79694,Harriet,Blouberg,Ward 113,-33.83242,18.49489,Private room,503,1,1,1/1/19,0.28,8,365,40,7,3,4,5,Guesthouse
23349,cape town 2010 private room,91246,Cathy,Milnerton,Ward 55,-33.91281,18.4823,Private room,699,2,0,,,2,365,,2,1,1,1,Bed and breakfast
23350,african  2010 villa in cape town,91246,Cathy,Milnerton,Ward 55,-33.91475,18.48384,Entire home/apt,1818,3,0,,,2,365,,4,1,1,3,Bed and breakfast
24670,The Original Majestic Apartment - Kalk Bay,100431,Grant,Cape Town,Ward 64,-34.12549,18.44792,Entire home/apt,1496,4,10,12/6/18,0.27,2,248,98,4,2,2,2,Apartment
25122,Walk to Green Point Stadium!,104107,Stephanie,Cape Town,Ward 54,-33.91261,18.39363,Entire home/apt,7650,7,0,,,1,364,,4,2,2,2,Apartment
26828,world cup accomodation,114410,Stef,Cape town,Ward 57,-33.93596,18.46945,Entire home/apt,6293,1,0,,,1,365,,3,,3,,Apartment
28702,Waterford-Paddaplek Self Catering,59964,Chris+Alison,Southern Suburbs,Ward 71,-34.03765,18.43083,Entire home/apt,699,2,0,,,3,320,,2,1,1,1,Serviced apartment
28707,Waterford-Sunbird  B&B Suite,59964,Chris+Alison,Southern Suburbs,Ward 71,-34.03644,18.431,Entire home/apt,1007,2,4,1/5/19,0.05,3,320,100,2,1,1,2,Serviced apartment
31359,"Halaal Accommodation in Parow North, Cape Town",134594,Abe (S.A.),Cape Town,Ward 21,-33.84986,18.66582,Private room,685,2,0,,,8,364,,3,1,1,2,Guest suite
32191,nice garden apartment 15km > stadiu,138928,Hoosain,Southern Suburbs,Ward 58,-33.96421,18.48952,Private room,769,1,0,,,1,364,,2,,1,,Hostel
36347,"Cosy, Downtown Loft with Mountain Views over Rooftop Deck",156196,Alan,Cape Town,Ward 115,-33.92383,18.42201,Entire home/apt,1384,1,214,4/7/19,3.53,21,298,96,3,1,0,2,Loft
36483,Large Furnishished Studio-Suite,156910,Dave,Blouberg,Ward 107,-33.8212,18.48323,Private room,545,1,36,2/23/19,0.4,3,365,95,2,1,1,1,House
36485,Ocean Blue Guest House,156910,Dave,Blouberg,Ward 107,-33.81849,18.48452,Private room,545,1,26,2/6/17,0.26,3,365,98,12,7,6,8,Guesthouse
36499,Furnished Garden Cottage For Rent,156910,Dave,Blouberg,Ward 107,-33.81933,18.48403,Entire home/apt,545,3,29,3/25/18,0.31,3,365,93,2,1,1,1,Apartment
44334,Purple House on Jarvis B&B,194391,Guido & Henk,Cape Town,Ward 115,-33.91411,18.41585,Private room,1398,1,23,7/18/16,0.26,4,280,100,2,1,1,1,Bed and breakfast
49289,Your Apartment in Cape Town,224616,Marco,Cape Town,Ward 54,-33.91445,18.40076,Entire home/apt,2000,5,134,3/31/19,1.36,3,225,96,5,2.5,3,3,Apartment
54153,MODERN 2 BEDROOM APT IN CAPE TOWN,253565,Jared,Cape Town,Ward 115,-33.91124,18.41137,Entire home/apt,1538,2,14,5/15/16,0.16,1,229,95,4,2,2,2,Apartment
54730,Huge Bright Sunny 3 Bedroom 2 Bathroom in Fresnaye,253705,Michael,Cape Town,Ward 54,-33.9216,18.38895,Entire home/apt,867,365,0,,,1,365,,2,2,3,1,Apartment
59616,Drafstap Cottage,286547,Marita,Kraaifontein,Ward 105,-33.82288,18.73171,Entire home/apt,895,2,0,,,1,178,,4,0.5,1,2,Other
60296,Apartment Cape Town,290396,Patrick,Cape Town,Ward 77,-33.94027,18.41844,Entire home/apt,1203,2,56,2/27/19,1,1,332,91,6,2,3,4,Apartment
67439,Devil's Peak -  Separate Apartment,328952,Angela,Cape Town,Ward 77,-33.93478,18.42704,Entire home/apt,489,3,56,2/24/19,0.61,1,297,89,2,1,1,2,Apartment
82212,Perfect Beachfront Apartment,404176,Gayle,Cape Town,Ward 54,-33.91728,18.38699,Entire home/apt,1706,3,28,2/9/18,0.3,3,231,89,4,1,2,3,Apartment
96036,Unique Town House -Green Point,510489,Christan,Cape Town,Ward 115,-33.91113,18.40864,Entire home/apt,2405,2,14,1/10/19,0.16,1,122,97,4,1.5,2,2,House
97100,Cape Cottage,512746,Revere,Cape Town,Ward 70,-33.88279,18.62065,Private room,895,3,0,,,1,365,,2,1,1,1,Apartment
101292,ChicShak Self Catering Accommodation in Muizenberg,531026,Carey,Cape Town,Ward 64,-34.10314,18.47446,Entire home/apt,406,1,12,3/22/19,0.16,1,362,98,2,1,1,1,Guest suite
103507,The Lions Guest House - The Lion Room,539579,Antony,Cape Town,Ward 77,-33.93326,18.40511,Private room,1608,2,43,1/1/19,0.46,9,282,94,2,1,1,2,House
106673,4 Omega. Walk to the beach for Surf & Sun,552892,Mike,Cape Town,Ward 23,-33.80488,18.46716,Entire home/apt,811,2,19,3/11/19,0.37,1,179,97,4,1,2,3,Apartment
114218,Mid-century House with Breathtaking Views,579839,Oliver,Cape Town,Ward 77,-33.93903,18.39973,Entire home/apt,6293,5,16,3/24/19,0.18,1,38,99,8,3.5,4,5,House
120080,Green Elephant Backpackers Dorm Bed,604948,Howard,Cape Town,Ward 57,-33.93837,18.46609,Shared room,182,1,32,3/27/19,0.35,6,361,91,6,,1,1,Hostel
123012,The Studio,615652,Doreen,Cape Town,Ward 115,-33.93142,18.40742,Entire home/apt,1804,1,33,9/2/18,0.37,6,365,94,2,1,0,2,Other
123076,GARDEN COTTAGE,615652,Doreen,Cape Town,Ward 77,-33.93243,18.40678,Entire home/apt,2797,1,16,9/24/17,0.17,6,364,100,4,2,2,4,Other
133339,Constantia Villa - Cape Town,654987,Alice,Cape Town,Ward 77,-33.93541,18.40407,Private room,727,3,85,2/27/19,0.91,3,321,97,2,1,1,1,Villa
141734,Windermere Quinns Holiday Home,689156,Sylvia & Dieter,Cape Town,Ward 84,-34.07609,18.8814,Private room,713,6,1,8/12/14,0.02,1,363,100,8,4,4,8,Bed and breakfast
146905,BLUE ROBIN HOLIDAY HOME,710206,Pam,Cape Town,Ward 23,-33.80124,18.46102,Entire home/apt,951,2,3,11/26/18,0.1,1,322,70,8,2,3,7,House
154201,Harbour Place,741709,Zelda,Cape Town,Ward 64,-34.12805,18.44703,Entire home/apt,2196,3,4,1/1/19,0.08,1,353,100,4,2,2,5,Apartment
168566,Comfortable and easily accessible,793839,Karen,Cape Town,Ward 83,-34.11119,18.82884,Entire home/apt,434,3,0,,,1,365,,2,1,1,1,Bungalow
177357,Heritage Homestay: Experience local hospitality,89107,Sandra,Cape Town,Ward 58,-33.95784,18.48737,Private room,559,4,9,3/29/18,0.17,2,338,98,1,1,1,1,House
180270,Redbourne Hilldrop,863675,Redhill,Cape Town,Ward 77,-33.94211,18.41022,Private room,1203,2,0,,,1,0,,2,1,1,1,Bed and breakfast
184135,Art filled apartment in the CityBowl,883319,Zuki,Cape Town,Ward 115,-33.92724,18.41424,Entire home/apt,2797,7,3,2/20/14,0.04,1,363,93,4,1.5,2,2,Apartment
186138,Jarvis Street Cottage,194391,Guido & Henk,Cape Town,Ward 115,-33.91484,18.41765,Entire home/apt,1496,2,32,12/14/17,0.36,4,302,97,4,2,2,2,House
186884,Self Catering Seaside Apartment,898290,Cliff,Cape Town,Ward 61,-34.15179,18.42829,Entire home/apt,853,1,4,1/5/19,0.25,3,0,95,3,1,1,3,Apartment
188032,Solanga Villa,905412,Kate And Tony,Cape Town,Ward 61,-34.19618,18.37163,Entire home/apt,1398,7,0,,,2,0,,5,2,3,4,House
218269,Spacious Heritage Cottage in the City,1128691,Guy,Cape Town,Ward 115,-33.93164,18.40916,Entire home/apt,1203,2,54,3/26/19,0.59,1,341,97,2,1,1,1,Loft
231402,Braeside House Loft Apartment,1209960,Stuart,Cape Town,Ward 115,-33.90867,18.40617,Entire home/apt,1007,3,94,2/15/19,1.04,2,327,96,4,1,1,3,Loft
255987,"Bellevue Manor Guest House, SEA POINT, CAPE TOWN",1345936,Gary,Cape Town,Ward 54,-33.91542,18.39293,Private room,461,1,22,4/12/19,1.57,1,338,87,16,32,26,49,Bed and breakfast
256720,Green Elephant Private Room,604948,Howard,Cape Town,Ward 57,-33.93869,18.46598,Private room,545,1,4,5/24/14,0.05,6,365,70,2,,1,1,House
256976,Navine's Homestay - Ottery,1354282,Navine,Cape Town,Ward 63,-34.00845,18.51514,Private room,294,5,2,8/5/18,0.08,6,179,80,2,1,2,2,House
263584,Sandyshores Self-Catering  Accommodation Blouberg,1383294,Sandy,Cape Town,Ward 107,-33.82092,18.47877,Entire home/apt,853,2,2,1/8/18,0.04,1,365,100,2,3,3,1,Apartment
274403,"en-suite room in Guesthouse, Somerset West",1435034,Thomas & Elke,Cape Town,Ward 84,-34.09128,18.84207,Private room,755,1,5,2/25/15,0.07,2,364,84,2,1,1,1,Bed and breakfast
275095,"SELF-CATERING Apartment, Somerset West",1435034,Thomas & Elke,Cape Town,Ward 84,-34.09156,18.84217,Private room,895,3,0,,,2,365,,3,1,1,3,Guesthouse
275876,"Kloof Street Cottage, huge deck & panoramic views",1441807,Martin,Cape Town,Ward 115,-33.93109,18.40717,Entire home/apt,1021,2,136,4/4/19,1.54,1,92,93,7,1,2,3,House
281316,The Lions Private Buffalo Apartment,539579,Antony,Cape Town,Ward 77,-33.93099,18.40566,Entire home/apt,1776,2,20,3/13/16,0.23,9,294,93,2,1,1,2,Apartment
282586,Cottage de la Mer with sea views and dream pool,1384294,Patrick V.,Cape Town,Ward 54,-33.92659,18.38326,Entire home/apt,1902,3,17,3/29/19,0.33,1,361,98,3,1,0,2,Loft
282606,Comfortable and pretty room with experienced hosts,807223,Katrine,Cape Town,Ward 59,-33.99766,18.4682,Private room,350,2,33,9/7/17,0.44,3,355,98,1,3,1,1,Apartment
283053,Braeside House Main Apartment,1209960,Stuart,Cape Town,Ward 115,-33.90916,18.40569,Entire home/apt,1496,3,57,1/13/19,0.64,2,317,97,4,2,2,4,Apartment
286935,Green Elephant Backpackers Dorm Bed,604948,Howard,Cape Town,Ward 57,-33.93842,18.46479,Shared room,182,1,16,2/14/19,0.25,6,364,94,6,,1,1,Hostel
286940,Green Elephant Private Room,604948,Howard,Cape Town,Ward 57,-33.93722,18.46557,Private room,643,1,2,7/22/15,0.03,6,365,90,2,,1,1,House
287211,Family home  Cape town,1494208,Fiona,Cape Town,Ward 77,-33.93369,18.40481,Entire home/apt,2503,7,20,2/21/18,0.31,1,177,97,6,3,3,3,House
291205,"""Sevensleepers"" Holiday Apartment",1512563,Hanne,Cape Town,Ward 71,-34.07028,18.44949,Entire home/apt,783,3,10,1/1/18,0.13,1,365,95,3,1,1,1,Apartment
292170,"Gay-friendly, City Bowl  Cape Town",1513113,Sandra,Cape Town,Ward 77,-33.9343,18.42098,Private room,350,3,4,11/12/17,0.08,2,363,100,2,1,1,1,House
295626,Green Elephant Backpackers Dorm Bed,604948,Howard,Cape Town,Ward 57,-33.93829,18.46641,Shared room,210,1,5,2/10/19,0.09,6,365,88,1,4,1,1,Hostel
295655,Green Elephant Private Room,604948,Howard,Cape Town,Ward 57,-33.93704,18.46587,Private room,643,1,2,3/24/16,0.03,6,365,80,2,,1,,House
298622,Stunning sea view apt in the Cape,1539169,Diane,Cape Town,Ward 61,-34.20866,18.45794,Entire home/apt,1245,2,58,1/2/19,0.67,2,334,99,4,1,1,4,Apartment
299380,Charming budget bedsit in the Cape,1539169,Diane,Cape Town,Ward 61,-34.20766,18.45856,Entire home/apt,448,2,27,12/30/18,0.31,2,362,94,2,0.5,1,2,Apartment
302227,Cape Town City Vibes AVAILABLE 1 Oct 2018,1549819,Erika+Lynne,Cape Town,Ward 115,-33.92797,18.41404,Entire home/apt,629,360,14,9/27/17,0.16,1,363,94,2,1,0,1,Apartment
344107,Serenity Lodge - Helen's Cottage,539579,Antony,Cape Town,Ward 77,-33.94555,18.4209,Entire home/apt,1902,2,20,12/23/15,0.23,9,363,84,4,1,2,2,Apartment
357793,City Chic meets Table Mountain,1802190,Liliane,Cape Town,Ward 115,-33.92414,18.42065,Entire home/apt,1678,3,179,4/4/19,2.18,2,216,95,4,2,2,4,Apartment
357993,Beach View Studio with Balcony Walkout,1811942,Shannon,Cape Town,Ward 54,-33.96296,18.37931,Entire home/apt,1203,2,87,3/24/19,1.39,4,157,96,2,1,1,1,Guest suite
358371,"House 2 Bed & 2 bath, garden, garage, views, patio",1814011,Roxanne And Seth,Cape Town,Ward 77,-33.93871,18.43041,Entire home/apt,2699,3,0,,,2,291,,4,2,2,2,House
363935,Surfers' Dream,1838554,Antje,Cape Town,Ward 64,-34.10295,18.47561,Entire home/apt,1203,7,3,1/2/19,0.06,1,66,87,6,2,3,4,House
370531,Light & Fun House in Cape Town,1867661,Claudia,Cape Town,Ward 57,-33.93902,18.46766,Entire home/apt,811,14,15,1/8/18,0.18,1,133,99,2,1,1,1,House
381267,Victorian beauty in observatory!,1912713,Katrin,Cape Town,Ward 57,-33.93808,18.47297,Entire home/apt,1944,10,1,1/4/15,0.02,2,37,,6,2,3,3,House
383141,Vredekloof Accommodation Plataan 2 Bedroom House,1920039,Natasja,Cape Town,Ward 102,-33.8631,18.67752,Entire home/apt,1594,2,0,,,2,331,,4,1.5,2,3,House
390198,Fabulous views,1952066,Rita,Cape Town,Ward 54,-33.91239,18.3908,Private room,573,4,42,1/9/19,0.49,2,365,100,2,1,1,1,Apartment
395538,5-star Penthouse with amazing views,1976676,Hiske,Cape Town,Ward 115,-33.92393,18.42123,Entire home/apt,3440,3,7,1/2/18,0.1,1,365,91,4,2.5,2,4,Apartment
400107,Camps Bay Villa with Mountain Views near the Beach,1997313,Shirley,Cape Town,Ward 54,-33.95259,18.37952,Entire home/apt,6992,2,25,1/13/19,0.34,5,283,99,10,5.5,5,6,Villa
409909,Hareb House Studio- City Centre - no cleaning fee,2040612,Sandy & Peter,Cape Town,Ward 77,-33.93528,18.4302,Entire home/apt,475,2,99,1/20/19,1.21,1,138,90,2,1,1,1,Apartment
412408,Feel at home,2052786,Kim,Cape Town,Ward 23,-33.81093,18.47568,Private room,1189,2,1,3/10/13,0.01,1,180,100,2,1,1,1,House
412654,Binkabi studio apartment,2053546,Richard & Freda,Cape Town,Ward 74,-34.04047,18.36137,Entire home/apt,797,2,76,4/4/19,0.98,2,348,97,2,1,1,1,Apartment
428550,Tristan's self catering Beach House,2130446,Heather & Tristan,Cape Town,Ward 61,-34.13846,18.3298,Entire home/apt,3496,2,2,4/27/15,0.04,3,365,90,9,4,4,9,House
438726,Single room in Artist's lake cottage,2036580,Charlene,Cape Town,Ward 67,-34.05729,18.50474,Private room,350,2,5,11/22/14,0.06,1,90,96,1,1,1,1,Nature lodge
439185,Stylish Victorian Home in Cape Town,2181940,Jessica,Cape Town,Ward 77,-33.93669,18.40654,Entire home/apt,9999,3,10,5/26/16,0.12,5,365,96,8,4,4,5,House
444928,Spacious garden cottage with pool,2210731,Martin And Janis,Cape Town,Ward 58,-33.98083,18.47842,Entire home/apt,531,2,51,12/4/18,0.67,2,321,96,3,1,1,2,Guesthouse
450145,Spacious room in sunfilled flat,2235544,Jessy,Cape Town,Ward 115,-33.91013,18.41007,Private room,252,90,44,10/28/18,0.53,1,306,98,1,1.5,1,1,Apartment
469356,Beautiful spacious cottage in upper Zwaanswyk,2256975,Diana,Cape Town,Ward 71,-34.06872,18.41198,Entire home/apt,1972,2,1,12/9/18,0.23,1,280,100,5,1,3,3,Cottage
471729,Seaview cottage in Scarborough,2339584,Gregory,Cape Town,Ward 61,-34.19953,18.37765,Entire home/apt,839,2,45,3/31/19,0.84,2,351,92,4,1,1,2,Cottage
473856,Explore Cape Town from a Cosy Apartment in a Prime Location,2349400,Katrin,Cape Town,Ward 115,-33.92636,18.41459,Entire home/apt,993,1,140,4/9/19,1.7,3,317,97,2,1,1,2,Apartment
474596,RONDEBOSCH CAPE TOWN FAMILY HOLIDAY HOME,2352753,Cindy,Cape Town,Ward 58,-33.96867,18.48709,Entire home/apt,7006,7,2,1/3/19,0.13,2,365,100,10,5.5,5,10,House
477268,A Sunflower Stop Backpackers Hostel,2365927,A Sunflower Stop,Cape Town,Ward 115,-33.90879,18.40241,Private room,1049,1,1,10/30/12,0.01,3,364,63,2,1,1,2,Other
487218,Stylish Annex Room in Popular Guest,914135,Cape Standard,Cape Town,Ward 115,-33.90944,18.40349,Private room,783,4,1,4/19/13,0.01,6,365,60,1,1,1,1,Bed and breakfast
487232, Accommodation in Green Point,914135,Cape Standard,Cape Town,Ward 115,-33.90945,18.40333,Private room,1944,2,3,2/23/16,0.04,6,365,87,2,1,1,1,Bed and breakfast
487252,Green Point - Chic White Studio,914135,Cape Standard,Cape Town,Ward 115,-33.9097,18.41156,Entire home/apt,783,3,36,2/20/19,0.44,6,352,90,2,1,1,1,Apartment
487261,Tamboerskloof Quaint Garden Studio,914135,Cape Standard,Cape Town,Ward 77,-33.92748,18.40151,Private room,755,3,3,3/9/14,0.04,6,364,100,1,,1,1,Apartment
498170,En-suite With Separate Entrance in Green Point,2459900,Odette,Cape Town,Ward 115,-33.90817,18.40338,Private room,615,1,139,4/2/19,1.67,1,342,97,2,1,1,1,House
499867,apartment with the best view for 4,2467055,Crispin & Ute,Cape Town,Ward 115,-33.92861,18.42118,Entire home/apt,1343,7,3,12/27/14,0.04,2,16,100,4,2,2,4,Apartment
501475,Super-sunny Seapoint Flat,2474454,Paul,Cape Town,Ward 54,-33.91962,18.38508,Entire home/apt,1259,7,17,1/3/18,0.22,2,0,98,4,1,2,2,Apartment
511414,"Sunny + Modern with Balcony, AirCon & Wifi",2516345,Jaco,Cape Town,Ward 115,-33.91659,18.41918,Entire home/apt,629,3,3,1/6/15,0.04,63,215,60,4,1,1,1,Apartment
512371,"Spectacular Views with AirCon, Free Wifi & Parking",2516345,Jaco,Cape Town,Ward 115,-33.91576,18.42004,Entire home/apt,741,3,9,3/5/18,0.12,63,364,91,4,1,1,1,Apartment
514629,Modern design flat with ocean view,2534542,Tim & Diana,Cape Town,Ward 77,-33.93584,18.43287,Entire home/apt,867,2,52,3/28/19,0.72,1,351,96,3,1,1,1,Condominium
516068,Walking Distance to the Waterfront. Balcony & Wifi,2516345,Jaco,Cape Town,Ward 115,-33.90727,18.41037,Entire home/apt,881,3,24,3/8/19,0.32,63,350,78,6,1,2,3,Apartment
516875,"Rockwell 2 bed, 2 bath  in Waterkant  GLASS FIBRE",1210580,Willem,Cape Town,Ward 115,-33.91438,18.41971,Entire home/apt,2196,2,66,3/29/19,0.84,2,267,93,4,2,2,2,Apartment
518545,"CBD Loft. Free Wifi, Parking, Gym, Balcony & BBQ",2516345,Jaco,Cape Town,Ward 115,-33.92285,18.4228,Entire home/apt,881,3,4,7/13/18,0.08,63,313,85,4,2,2,3,Loft
518726,COLLINGWOOD STUD Entire Guest House,2552379,David,Cape Town,Ward 105,-33.81074,18.62143,Private room,5943,4,3,1/3/16,0.04,5,358,93,8,4.5,4,5,Villa
518760,Outside Guest room with en suite,2552992,Felicity,Cape Town,Ward 15,-34.06982,18.84836,Private room,503,1,21,3/11/18,0.34,1,350,97,2,0.5,1,1,House
518837,5 Kingfisher: Studio apartment with a view,2552971,Lucinda,Cape Town,Ward 61,-34.13877,18.33317,Entire home/apt,671,2,9,3/31/19,2.27,1,291,100,3,1,1,1,Apartment
535887,A Sunflower Stop Double en-suite,2365927,A Sunflower Stop,Cape Town,Ward 115,-33.9082,18.4048,Private room,1049,1,0,,,3,365,,2,1,1,1,Other
536013,A Sunflower Stop Twin shared bath,2365927,A Sunflower Stop,Cape Town,Ward 59,-33.98086,18.46595,Private room,853,1,1,3/3/13,0.01,3,365,77,2,,1,,Other
537809,Near Everywhere You Want To Be. Wifi. Parking. Gym,2516345,Jaco,Cape Town,Ward 115,-33.9289,18.42146,Entire home/apt,434,3,5,2/22/18,0.07,63,306,88,4,1,1,1,Apartment
543206,2Oceans Apartments w. garden & pool!,2670647,Anja & Thomas,Cape Town,Ward 69,-34.12248,18.39445,Entire home/apt,685,2,2,4/3/14,0.03,1,331,100,4,1,0,2,Bungalow
551666,"The Inn at Castle Hill, Kalk Bay Superior Room (2)",2711126,Castle Hill,Cape Town,Ward 64,-34.12583,18.44986,Private room,1496,1,27,3/30/19,0.56,7,338,98,2,1,1,1,House
553936,Modern Beach Front Apartment in Bloubergstrand,65714,John,Cape Town,Ward 23,-33.81862,18.47446,Entire home/apt,1384,2,0,,,2,145,,4,1,2,3,Apartment
562793,De Waterkant Apt. Spacious Balcony & Mountain View,2516345,Jaco,Cape Town,Ward 115,-33.91815,18.42085,Entire home/apt,1356,3,16,3/14/19,0.2,63,332,80,6,2,2,3,Apartment
563282,"City Centre Pad with AirCon, Free WiFi & Parking",2516345,Jaco,Cape Town,Ward 115,-33.92103,18.42077,Entire home/apt,448,3,7,12/8/18,0.1,63,325,90,2,1,1,1,Apartment
563459,Spacious 1 Bedroom Cottage with off-street parking,2762369,Karis,Cape Town,Ward 115,-33.90922,18.40332,Entire home/apt,713,2,13,3/9/19,0.34,2,196,100,2,1,1,1,House
565844,Makai Surf Lodge Cape Town,2782178,Rik,Cape Town,Ward 113,-33.83094,18.49603,Private room,713,4,4,1/11/15,0.05,1,364,75,2,6,1,1,Villa
576458,Bree Street Loft - City Centre,2835853,P.,Cape Town,Ward 115,-33.92292,18.418,Entire home/apt,1259,2,118,3/29/19,1.55,1,349,92,6,2,2,3,Loft
590826,Cape Town Waterfront Apartment,2915241,Nicole,Cape Town,Ward 115,-33.913,18.42489,Entire home/apt,1846,2,8,1/30/18,0.12,4,362,78,4,1,1,4,Serviced apartment
605399,Bantry Bay Modern House Cape Town,2998358,Adrian,Cape Town,Ward 54,-33.92669,18.37937,Entire home/apt,8503,7,2,12/27/15,0.03,2,46,100,6,3.5,3,4,Villa
606963,Lovely Guesthouse with Old-Fashioned Service and Ocean View,3007248,Florian,Cape Town,Ward 64,-34.12644,18.44818,Private room,1105,1,41,2/17/19,0.55,17,347,95,2,1,1,2,Guesthouse
608327,Private Guest House in Quiet street,3006485,Gordon,Cape Town,Ward 115,-33.91147,18.4145,Private room,4223,2,22,2/9/19,0.33,3,342,81,6,3,3,4,Serviced apartment
609879,At Last B & B -your home from home,3024417,Bev,Cape Town,Ward 53,-33.94162,18.49256,Private room,601,2,7,8/27/16,0.09,1,0,93,3,1,1,2,House
